collection,split,file_stem,model_family,n_configs,node_count,edge_count,edge_per_node
tile:xla,train,retinanet.4x4.fp32_46bb40f02a367b42,retinanet,290,46,52,1.1304347826086956
tile:xla,train,retinanet.4x4.fp32_477eba67db106058,retinanet,558,21,24,1.1428571428571428
tile:xla,train,retinanet.4x4.fp32_4d50ce0a1b015a1b,retinanet,4656,66,72,1.0909090909090908
tile:xla,train,retinanet.4x4.fp32_4ddb629c463c761e,retinanet,5069,49,52,1.0612244897959184
tile:xla,train,retinanet.4x4.fp32_4e2a558aa11b6ddc,retinanet,22,14,13,0.9285714285714286
tile:xla,train,retinanet.4x4.fp32_4e81439e41b10bd2,retinanet,62,38,47,1.236842105263158
tile:xla,train,retinanet.4x4.fp32_5011a9723b3f792f,retinanet,260,36,35,0.9722222222222222
tile:xla,train,retinanet.4x4.fp32_5045ab5a5565be70,retinanet,166,14,13,0.9285714285714286
tile:xla,train,retinanet.4x4.fp32_513d510c85e433ac,retinanet,1029,65,67,1.0307692307692307
tile:xla,train,retinanet.4x4.fp32_5188bda4d7a74d03,retinanet,4957,89,91,1.0224719101123596
tile:xla,train,retinanet.4x4.fp32_536ee50952176d47,retinanet,260,31,34,1.096774193548387
tile:xla,train,retinanet.4x4.fp32_55641e585ab1e822,retinanet,14,43,50,1.1627906976744187
tile:xla,train,retinanet.4x4.fp32_573ad3408f2497b0,retinanet,991,24,23,0.9583333333333334
tile:xla,train,retinanet.4x4.fp32_5759e1d8baf951bb,retinanet,1388,49,52,1.0612244897959184
tile:xla,train,retinanet.4x4.fp32_58a8d76a24db11d7,retinanet,1785,71,75,1.056338028169014
tile:xla,train,retinanet.4x4.fp32_59bdb5c9530eaedf,retinanet,1709,65,67,1.0307692307692307
tile:xla,train,retinanet.4x4.fp32_59f2447d1c99b995,retinanet,1388,12,11,0.9166666666666666
tile:xla,train,retinanet.4x4.fp32_59f8865d1ee7bfd1,retinanet,1366,45,48,1.0666666666666667
tile:xla,train,retinanet.4x4.fp32_5b71bb550e1dfce3,retinanet,6,2,1,0.5
tile:xla,train,retinanet.4x4.fp32_5c23ddf302db325c,retinanet,1020,65,67,1.0307692307692307
tile:xla,train,retinanet.4x4.fp32_5c442e2f4486b60b,retinanet,710,63,63,1.0
tile:xla,train,retinanet.4x4.fp32_603a6360f98293f9,retinanet,796,21,24,1.1428571428571428
tile:xla,train,retinanet.4x4.fp32_626afa1f6d2dbaa5,retinanet,41,14,13,0.9285714285714286
tile:xla,train,retinanet.4x4.fp32_627737ed2b4a216b,retinanet,208,38,38,1.0
tile:xla,train,retinanet.4x4.fp32_63973b42658e6f4c,retinanet,2930,46,45,0.9782608695652174
tile:xla,train,retinanet.4x4.fp32_65cca3ce8ff9f343,retinanet,391,31,33,1.064516129032258
tile:xla,train,retinanet.4x4.fp32_6645347af1527bc9,retinanet,41,7,6,0.8571428571428571
tile:xla,train,retinanet.4x4.fp32_668114da02885db6,retinanet,9390,36,35,0.9722222222222222
tile:xla,train,retinanet.4x4.fp32_679f68b85e257cb8,retinanet,116,12,11,0.9166666666666666
tile:xla,train,retinanet.4x4.fp32_67c34a8d374745f6,retinanet,260,12,11,0.9166666666666666
tile:xla,train,retinanet.4x4.fp32_689fb9a1f095d50c,retinanet,4835,36,35,0.9722222222222222
tile:xla,train,retinanet.4x4.fp32_6c60e1d4fa01b98b,retinanet,705,27,26,0.9629629629629629
tile:xla,train,retinanet.4x4.fp32_6d60291711b8cfe6,retinanet,1177,80,86,1.075
tile:xla,train,retinanet.4x4.fp32_6e1a123103325986,retinanet,9390,33,32,0.9696969696969697
tile:xla,train,retinanet.4x4.fp32_6ed3f890319c5e35,retinanet,4905,63,63,1.0
tile:xla,train,retinanet.4x4.fp32_71748b1e5efcac27,retinanet,1387,46,52,1.1304347826086956
tile:xla,train,retinanet.4x4.fp32_7402c137c44d0df0,retinanet,8,2,1,0.5
tile:xla,train,retinanet.4x4.fp32_7550aea358b8137c,retinanet,32,11,10,0.9090909090909091
tile:xla,train,retinanet.4x4.fp32_75680c7f3124a84f,retinanet,2,2,1,0.5
tile:xla,train,retinanet.4x4.fp32_7606fbd5a7cee94b,retinanet,1025,45,44,0.9777777777777777
tile:xla,train,retinanet.4x4.fp32_765fe47f0d1e34f6,retinanet,4708,80,86,1.075
tile:xla,train,retinanet.4x4.fp32_76df73d777fa0880,retinanet,1362,21,24,1.1428571428571428
tile:xla,train,retinanet.4x4.fp32_7743f9fd6661d5cf,retinanet,2469,45,48,1.0666666666666667
tile:xla,train,retinanet.4x4.fp32_789f25d9d863c57e,retinanet,209,12,11,0.9166666666666666
tile:xla,train,retinanet.4x4.fp32_7a891cc967e8db3f,retinanet,4852,45,48,1.0666666666666667
tile:xla,train,retinanet.4x4.fp32_7acd36f9eb71f842,retinanet,1175,52,66,1.2692307692307692
tile:xla,train,retinanet.4x4.fp32_7cb4f2da2b6accc8,retinanet,1234,71,75,1.056338028169014
tile:xla,train,retinanet.4x4.fp32_7d064c606fa7f20d,retinanet,1388,33,32,0.9696969696969697
tile:xla,train,retinanet.4x4.fp32_7ee403bffd89aee8,retinanet,290,125,168,1.344
tile:xla,train,retinanet.4x4.fp32_7eeed176588b8b42,retinanet,7965,80,86,1.075
tile:xla,train,retinanet.4x4.fp32_9a97ee975c156e7,retinanet,232,46,52,1.1304347826086956
tile:xla,train,retinanet.4x4.fp32_bce7e02ccd0035f,retinanet,5027,31,33,1.064516129032258
tile:xla,train,retinanet.4x4.fp32_d22926b3346755,retinanet,7919,46,52,1.1304347826086956
tile:xla,train,retinanet.4x4.fp32_df95d2df66986db,retinanet,6,2,1,0.5
tile:xla,train,retinanet.4x4.fp32_f0bc21c1a458494,retinanet,20,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_-10ce2876abfeb87a,shapemask,22,6,6,1.0
tile:xla,train,shapemask.4x4.fp32_-1122bac1d8e1459d,shapemask,571,15,14,0.9333333333333333
tile:xla,train,shapemask.4x4.fp32_-11f98510cea3e15e,shapemask,481,38,38,1.0
tile:xla,train,shapemask.4x4.fp32_-129d6365585768e1,shapemask,920,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_-13714ee7348b33d1,shapemask,263,58,58,1.0
tile:xla,train,shapemask.4x4.fp32_-1485a9bb74e67021,shapemask,465,57,57,1.0
tile:xla,train,shapemask.4x4.fp32_-14cb8f413c669e46,shapemask,677,83,89,1.072289156626506
tile:xla,train,shapemask.4x4.fp32_-15e99d5acae37e8f,shapemask,1092,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-170eeb88fb5c53b7,shapemask,26,20,22,1.1
tile:xla,train,shapemask.4x4.fp32_-18f06887784e046b,shapemask,672,7,6,0.8571428571428571
tile:xla,train,shapemask.4x4.fp32_-18ff0f8ca851e0b4,shapemask,34,24,24,1.0
tile:xla,train,shapemask.4x4.fp32_-19cdac7376d65163,shapemask,8624,34,37,1.088235294117647
tile:xla,train,shapemask.4x4.fp32_-1aa83ccfce6e442e,shapemask,5052,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_-1af36d54b2a73a3e,shapemask,118,21,20,0.9523809523809523
tile:xla,train,shapemask.4x4.fp32_-1b1c5156536a3914,shapemask,18,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-1cbf235309126894,shapemask,1073,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-1ed6ac3fb11e9f5a,shapemask,885,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_-1fa8de867a02061e,shapemask,991,37,42,1.135135135135135
tile:xla,train,shapemask.4x4.fp32_-2078d3abdb9a7a12,shapemask,776,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-20bd21c7672b273f,shapemask,522,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_-21ffd803ef634e24,shapemask,522,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_-22116c8345883fde,shapemask,234,33,35,1.0606060606060606
tile:xla,train,shapemask.4x4.fp32_-227032ac8cd9ef4,shapemask,3381,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_-227d183a4392fd6f,shapemask,9390,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-23e04811d4faf70d,shapemask,5997,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_-244bff0443d2fc01,shapemask,1073,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-25c355fe15539ded,shapemask,26,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_-261c1973f496c578,shapemask,4524,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_-27e88673f00c68bb,shapemask,1439,17,16,0.9411764705882353
tile:xla,train,shapemask.4x4.fp32_-2810a8cc771d46e4,shapemask,316,45,44,0.9777777777777777
tile:xla,train,shapemask.4x4.fp32_-29cc30bcc51ba6,shapemask,34,44,44,1.0
tile:xla,train,shapemask.4x4.fp32_-29d50e1d5073220,shapemask,1029,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_-29edc9924c6758f9,shapemask,522,34,37,1.088235294117647
tile:xla,train,shapemask.4x4.fp32_-2abc49f6a25b9600,shapemask,1152,83,89,1.072289156626506
tile:xla,train,shapemask.4x4.fp32_-2baa4e89cd5bf2e8,shapemask,589,49,55,1.1224489795918366
tile:xla,train,shapemask.4x4.fp32_-2bd1179648828778,shapemask,66,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-2d546e67efdf63de,shapemask,544,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_-2f92447cfca45676,shapemask,4862,34,37,1.088235294117647
tile:xla,train,shapemask.4x4.fp32_-2fb697819be66c8f,shapemask,1073,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_-308d824e29eea7d5,shapemask,4545,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_-3146265f46185acb,shapemask,16,20,22,1.1
tile:xla,train,shapemask.4x4.fp32_-31e461077124e14d,shapemask,263,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_-33b9a436563b1fbd,shapemask,131,52,66,1.2692307692307692
tile:xla,train,shapemask.4x4.fp32_-33e07baa50d93d64,shapemask,1601,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-34024f418bd2fa53,shapemask,54,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-35d89f8b1485ef4d,shapemask,44,11,10,0.9090909090909091
tile:xla,train,shapemask.4x4.fp32_-3610943d19006af3,shapemask,4562,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-3620c33510500fb6,shapemask,921,34,37,1.088235294117647
tile:xla,train,shapemask.4x4.fp32_-36436bb12f4166,shapemask,12,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-36c077d410f07b05,shapemask,60,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-40294c2fc92f7491,shapemask,9266,31,33,1.064516129032258
tile:xla,train,shapemask.4x4.fp32_-41bdf8d7ab569d84,shapemask,1295,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_-4318bde963d8c7aa,shapemask,1439,18,18,1.0
tile:xla,train,shapemask.4x4.fp32_-4319a9015cd90055,shapemask,866,27,28,1.037037037037037
tile:xla,train,shapemask.4x4.fp32_-431a58cc30e72ec6,shapemask,1229,31,33,1.064516129032258
tile:xla,train,shapemask.4x4.fp32_-435759a97200a20,shapemask,2386,49,48,0.9795918367346939
tile:xla,train,shapemask.4x4.fp32_-43d51446aac690df,shapemask,83,11,11,1.0
tile:xla,train,shapemask.4x4.fp32_-44a1c3a2c8b37222,shapemask,738,17,16,0.9411764705882353
tile:xla,train,shapemask.4x4.fp32_-4545ec997ef148e4,shapemask,705,45,44,0.9777777777777777
tile:xla,train,shapemask.4x4.fp32_-45c7d4801d799d56,shapemask,1274,125,168,1.344
tile:xla,train,shapemask.4x4.fp32_-465f1ea891af1320,shapemask,4866,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_-4660f8970aba64a7,shapemask,1020,46,45,0.9782608695652174
tile:xla,train,shapemask.4x4.fp32_-467f471facd5ce94,shapemask,412,41,40,0.975609756097561
tile:xla,train,shapemask.4x4.fp32_-46cac9999401b42e,shapemask,2212,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_-498bf58ceef73319,shapemask,148,7,6,0.8571428571428571
tile:xla,train,shapemask.4x4.fp32_-498da473591fc92c,shapemask,819,45,44,0.9777777777777777
tile:xla,train,shapemask.4x4.fp32_-4a063d0a76ea88e,shapemask,5998,82,85,1.0365853658536586
tile:xla,train,shapemask.4x4.fp32_-4a5cf2a725ce231c,shapemask,700,71,75,1.056338028169014
tile:xla,train,shapemask.4x4.fp32_-4abe079c41fa17a8,shapemask,5928,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_-4ad0c93f6920bab6,shapemask,34,13,12,0.9230769230769231
tile:xla,train,shapemask.4x4.fp32_-4ba61e2f7ad9a624,shapemask,1729,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_-4ba7bf6b07056c1d,shapemask,924,31,33,1.064516129032258
tile:xla,train,shapemask.4x4.fp32_-4c3d09c26ffdadd8,shapemask,2512,49,48,0.9795918367346939
tile:xla,train,shapemask.4x4.fp32_-4e42b56735de808a,shapemask,66,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_-4e825b910a64b27e,shapemask,9341,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_-4fd77fabd042d70,shapemask,204,38,47,1.236842105263158
tile:xla,train,shapemask.4x4.fp32_-50f81e62fadfa97e,shapemask,115,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-514f77422a81ca60,shapemask,234,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_-51ce742d94a933bf,shapemask,866,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_-524d014a8a625358,shapemask,2364,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_-53c869889f25a56d,shapemask,940,71,75,1.056338028169014
tile:xla,train,shapemask.4x4.fp32_-553b0cedb4a5ef72,shapemask,5069,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-5656af0968b34d2f,shapemask,288,55,57,1.0363636363636364
tile:xla,train,shapemask.4x4.fp32_-56ad4f1e628dec34,shapemask,111,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-575619a9eb9d7d7f,shapemask,428,59,61,1.0338983050847457
tile:xla,train,shapemask.4x4.fp32_-58949a7c82794a2d,shapemask,441,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-58c407f935ca4bf1,shapemask,752,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_-59216fc1f1309f9,shapemask,14,25,33,1.32
tile:xla,train,shapemask.4x4.fp32_-59817ac65c9f8ea3,shapemask,1539,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_-59dad15394917f36,shapemask,819,31,33,1.064516129032258
tile:xla,train,shapemask.4x4.fp32_-5a30d365c11a0231,shapemask,2998,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-5ad42689cc8da2aa,shapemask,30,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_-5b953aad118ef3ff,shapemask,2161,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_-5bcc686542fd20eb,shapemask,55,21,20,0.9523809523809523
tile:xla,train,shapemask.4x4.fp32_-5c7735d8cdfed30c,shapemask,465,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_-5da48c3c3ee27bf8,shapemask,3369,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_-5dee22002dc65750,shapemask,2417,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_-5e61b48715034358,shapemask,783,83,89,1.072289156626506
tile:xla,train,shapemask.4x4.fp32_-5ea2d326309ade17,shapemask,4527,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_-5f1203c77b54fa6,shapemask,9347,18,18,1.0
tile:xla,train,shapemask.4x4.fp32_-6108c995dd893814,shapemask,495,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-623e0a3cda8aa77c,shapemask,4905,66,66,1.0
tile:xla,train,shapemask.4x4.fp32_-63e4f729015d62b7,shapemask,819,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-649fc4b2623178f0,shapemask,819,27,26,0.9629629629629629
tile:xla,train,shapemask.4x4.fp32_-64bc676a59b08e07,shapemask,4642,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_-661febbc8f22386f,shapemask,25,26,29,1.1153846153846154
tile:xla,train,shapemask.4x4.fp32_-6667502c526d7594,shapemask,1518,66,72,1.0909090909090908
tile:xla,train,shapemask.4x4.fp32_-676c9f6f77ebbf06,shapemask,263,66,66,1.0
tile:xla,train,shapemask.4x4.fp32_-6817b374d3cb5499,shapemask,771,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_-6915285bde13866e,shapemask,1482,23,22,0.9565217391304348
tile:xla,train,shapemask.4x4.fp32_-6b0761047e64b10b,shapemask,252,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_-6be5247fe04cfcc5,shapemask,807,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_-6e5e139fe99b2895,shapemask,4262,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_-6ebf5c2018ac93c3,shapemask,866,32,35,1.09375
tile:xla,train,shapemask.4x4.fp32_-6f5dc5bf4c00ec37,shapemask,4593,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_-6fb2863677b2d5b9,shapemask,36,52,66,1.2692307692307692
tile:xla,train,shapemask.4x4.fp32_-71a01823eebe5542,shapemask,4747,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_-71fca22a604fcc5b,shapemask,3907,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_-72a45e97b7b28d18,shapemask,522,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_-72c84cf6e5e2d028,shapemask,991,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_-75cbfa9e9c4cb97c,shapemask,693,53,67,1.2641509433962264
tile:xla,train,shapemask.4x4.fp32_-75f984bc371ff108,shapemask,1073,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_-76a5dc018f950db6,shapemask,1545,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-793e5057301b5163,shapemask,4660,125,168,1.344
tile:xla,train,shapemask.4x4.fp32_-7da622071a9ee20f,shapemask,9390,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_-7fc3fe745fc71eed,shapemask,522,49,52,1.0612244897959184
tile:xla,train,shapemask.4x4.fp32_-84edb2c2b80efe3,shapemask,926,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_-8626e58ae4f031a,shapemask,4977,21,21,1.0
tile:xla,train,shapemask.4x4.fp32_-9a340ebf9246d33,shapemask,536,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_-a56b51706629b53,shapemask,567,38,38,1.0
tile:xla,train,shapemask.4x4.fp32_-d1e20f024e7ec83,shapemask,76,52,66,1.2692307692307692
tile:xla,train,shapemask.4x4.fp32_100c1d1e6b70b983,shapemask,1298,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_10116dd9b1612281,shapemask,34,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_10d1fdc796bc6adb,shapemask,54,15,14,0.9333333333333333
tile:xla,train,shapemask.4x4.fp32_11fdb3e7d0609aa5,shapemask,4936,31,33,1.064516129032258
tile:xla,train,shapemask.4x4.fp32_12c97fddb75897db,shapemask,9390,49,52,1.0612244897959184
tile:xla,train,shapemask.4x4.fp32_12e80f01a07b823e,shapemask,12,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_13f9ce79cbee1f79,shapemask,148,11,11,1.0
tile:xla,train,shapemask.4x4.fp32_13ff38492fa4736b,shapemask,925,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_15034e2e043d579a,shapemask,2,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_15262998598f223b,shapemask,5025,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_15745df61ebc2ccb,shapemask,4907,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_15a1f9523cce23c1,shapemask,22,20,22,1.1
tile:xla,train,shapemask.4x4.fp32_15a654a7a0d8d00e,shapemask,14,37,47,1.2702702702702702
tile:xla,train,shapemask.4x4.fp32_15c8ed14770f4c5e,shapemask,1138,27,26,0.9629629629629629
tile:xla,train,shapemask.4x4.fp32_166a358b5dd95af1,shapemask,870,80,86,1.075
tile:xla,train,shapemask.4x4.fp32_17fcfd9489880dd2,shapemask,4544,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_18860cf40b97ce10,shapemask,8509,127,170,1.3385826771653544
tile:xla,train,shapemask.4x4.fp32_190a7d90ab5ad2c5,shapemask,5036,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_19a761dec14c9d1,shapemask,4995,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_1a70afbc5b9979a0,shapemask,458,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_1bf4d5018956784d,shapemask,796,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_1bfc0e1cca8c38e8,shapemask,30,20,22,1.1
tile:xla,train,shapemask.4x4.fp32_1c814386a7057643,shapemask,234,49,52,1.0612244897959184
tile:xla,train,shapemask.4x4.fp32_1eb99ea87961f8fe,shapemask,525,49,48,0.9795918367346939
tile:xla,train,shapemask.4x4.fp32_1f4f47ce4e8c36d1,shapemask,9911,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_20357ec1357a420c,shapemask,316,27,26,0.9629629629629629
tile:xla,train,shapemask.4x4.fp32_206fbf9ce0644826,shapemask,1019,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_20cac2c059ad74c4,shapemask,1545,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_223cea8595cca2a0,shapemask,1861,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_22e3ed158d48fa2d,shapemask,22,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_23bad9e43b973053,shapemask,8910,40,39,0.975
tile:xla,train,shapemask.4x4.fp32_2421cff57e209daa,shapemask,803,23,22,0.9565217391304348
tile:xla,train,shapemask.4x4.fp32_2440d9b720af0abe,shapemask,1020,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_25930f4b56598218,shapemask,5995,125,168,1.344
tile:xla,train,shapemask.4x4.fp32_2825fb51b5fecb45,shapemask,5052,45,48,1.0666666666666667
tile:xla,train,shapemask.4x4.fp32_28ef0a48b0c01f99,shapemask,924,21,21,1.0
tile:xla,train,shapemask.4x4.fp32_2972789e890343e8,shapemask,1799,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_297bb89458ee367f,shapemask,9993,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_2b5b06e1e21064f4,shapemask,1500,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_2c384f7789a08bb8,shapemask,465,66,66,1.0
tile:xla,train,shapemask.4x4.fp32_2d449281bc212570,shapemask,926,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_2e4eb8bd0dbf9cad,shapemask,5072,55,57,1.0363636363636364
tile:xla,train,shapemask.4x4.fp32_2ebccfe8b36d83d5,shapemask,74,32,43,1.34375
tile:xla,train,shapemask.4x4.fp32_2eeba24a4eb007ff,shapemask,472,29,29,1.0
tile:xla,train,shapemask.4x4.fp32_31749029e5c524f,shapemask,800,12,11,0.9166666666666666
tile:xla,train,shapemask.4x4.fp32_3285370c7f32d7f1,shapemask,234,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_3293afcf18395c1c,shapemask,4,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_32c0bae0021a429f,shapemask,4,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_346f3de6a1abfcd4,shapemask,30,33,34,1.0303030303030303
tile:xla,train,shapemask.4x4.fp32_35eda8077645ba03,shapemask,1556,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_3931ac521e4d166b,shapemask,64,19,19,1.0
tile:xla,train,shapemask.4x4.fp32_3ab80058dcd4be0c,shapemask,2,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_3b69e9ff7368ac91,shapemask,22,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_3bf8c0a54feef3c1,shapemask,1214,28,28,1.0
tile:xla,train,shapemask.4x4.fp32_3c177f3920081c95,shapemask,1194,83,89,1.072289156626506
tile:xla,train,shapemask.4x4.fp32_3c87e3596a1a8512,shapemask,910,71,75,1.056338028169014
tile:xla,train,shapemask.4x4.fp32_3caebcc57f6beb18,shapemask,1347,71,75,1.056338028169014
tile:xla,train,shapemask.4x4.fp32_3f0dcd4a1ea16f87,shapemask,234,42,42,1.0
tile:xla,train,shapemask.4x4.fp32_41366dde14637028,shapemask,4705,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_41c7c8a6ef06afd7,shapemask,55,38,38,1.0
tile:xla,train,shapemask.4x4.fp32_4261cfe6672bc059,shapemask,758,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_431c43a451a56940,shapemask,9113,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_4350cf0b493e49c4,shapemask,908,71,75,1.056338028169014
tile:xla,train,shapemask.4x4.fp32_43b173238e03e048,shapemask,9390,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_4600b806867c59fb,shapemask,430,44,43,0.9772727272727273
tile:xla,train,shapemask.4x4.fp32_4613d871c9dc6f01,shapemask,1294,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_46806cc7f08cef96,shapemask,29,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_46bb40f02a367b42,shapemask,580,46,52,1.1304347826086956
tile:xla,train,shapemask.4x4.fp32_477eba67db106058,shapemask,558,21,24,1.1428571428571428
tile:xla,train,shapemask.4x4.fp32_4d50ce0a1b015a1b,shapemask,4656,66,72,1.0909090909090908
tile:xla,train,shapemask.4x4.fp32_4ddb629c463c761e,shapemask,5069,49,52,1.0612244897959184
tile:xla,train,shapemask.4x4.fp32_4e2a558aa11b6ddc,shapemask,46,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_4e434ee9390e6e5,shapemask,926,25,28,1.12
tile:xla,train,shapemask.4x4.fp32_4e81439e41b10bd2,shapemask,62,38,47,1.236842105263158
tile:xla,train,shapemask.4x4.fp32_5011a9723b3f792f,shapemask,522,36,35,0.9722222222222222
tile:xla,train,shapemask.4x4.fp32_5045ab5a5565be70,shapemask,166,14,13,0.9285714285714286
tile:xla,train,shapemask.4x4.fp32_50c6f60eed82585b,shapemask,459,21,20,0.9523809523809523
tile:xla,train,shapemask.4x4.fp32_513d510c85e433ac,shapemask,1029,65,67,1.0307692307692307
tile:xla,train,shapemask.4x4.fp32_5188bda4d7a74d03,shapemask,4957,89,91,1.0224719101123596
tile:xla,train,shapemask.4x4.fp32_52ca2f733a2de93d,shapemask,34,42,54,1.2857142857142858
tile:xla,train,shapemask.4x4.fp32_55641e585ab1e822,shapemask,30,43,50,1.1627906976744187
tile:xla,train,shapemask.4x4.fp32_56b0f032e749e5c,shapemask,35,2,1,0.5
tile:xla,train,shapemask.4x4.fp32_573ad3408f2497b0,shapemask,1101,24,23,0.9583333333333334
